segment_id,sensor_1_count,sensor_2_count,sensor_3_count,sensor_4_count,sensor_5_count,sensor_6_count,sensor_7_count,sensor_8_count,sensor_9_count,sensor_10_count,sensor_1_nanmean,sensor_2_nanmean,sensor_3_nanmean,sensor_4_nanmean,sensor_5_nanmean,sensor_6_nanmean,sensor_7_nanmean,sensor_8_nanmean,sensor_9_nanmean,sensor_10_nanmean,sensor_1_nanstd,sensor_2_nanstd,sensor_4_nanstd,sensor_5_nanstd,sensor_6_nanstd,sensor_7_nanstd,sensor_8_nanstd,sensor_10_nanstd,sensor_1_nanmin,sensor_2_nanmin,sensor_3_nanmin,sensor_4_nanmin,sensor_5_nanmin,sensor_6_nanmin,sensor_7_nanmin,sensor_8_nanmin,sensor_9_nanmin,sensor_10_nanmin,sensor_1_nanmax,sensor_2_nanmax,sensor_3_nanmax,sensor_4_nanmax,sensor_5_nanmax,sensor_6_nanmax,sensor_7_nanmax,sensor_8_nanmax,sensor_9_nanmax,sensor_10_nanmax,sensor_3_nanstd,sensor_9_nanstd
1136037770,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,2.7699871668811175e-06,-1.8968017199595058e-07,-inf,3.646880885321464e-06,2.8316861385632145e-06,-4.6468292195142205e-06,2.125131247813854e-06,1.0918568023853922e-06,inf,-1.66914718088147e-06,1.0002424682074473,0.99988801428561,1.0001525313484763,1.0000534040113602,1.0002044657251408,0.9997936872934767,1.0001632043393514,0.9999963957462403,-8.914,-12.8,-inf,-11.375,-8.52,-3.633,-5.382999999999999,-4.117,inf,-6.945,8.95,17.69,-inf,9.84,8.56,4.17,4.65,3.77,inf,5.91,,
1969647810,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,-1.6709088181914042e-06,-3.4198430026163065e-06,-2.1400126664550446e-06,2.2156214063111825e-06,-6.923267945523191e-07,1.445975900455156e-07,2.2786270228806297e-06,-1.235741070984561e-06,-3.248279195354628e-07,3.393001783309187e-06,1.0001827244327766,1.0002668129041374,0.9999420580012132,0.9997910482760561,1.000256763940769,0.9999134566411352,1.0000816698642796,1.0001772763746026,-3.924,-6.184,-4.56,-4.16,-5.305,-4.246,-6.715,-4.055,-3.65,-4.5,3.887,7.14,5.055,3.639,6.02,4.12,6.167999999999999,4.77,4.195,4.676,0.9998780159478549,0.9998849212385018
1895879680,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,-1.7563873935456624e-06,-6.787053549117258e-07,1.887051882468399e-05,-1.084455259079202e-05,-2.204879918668482e-06,-2.5923401276613673e-06,-5.490275162085267e-06,-1.1315411409805696e-05,3.9309344844252996e-06,-3.8060365660576075e-06,1.0002653763446199,0.9999508080017426,1.0000103989805165,1.0000602593291943,1.0001858218582722,0.9999094429834292,1.000268343701167,0.9999523154112692,-6.316,-11.48,-5.53,-7.39,-13.39,-4.31,-5.76,-4.71,-8.33,-7.1129999999999995,5.68,9.74,5.027,7.01,16.45,4.395,3.998,5.14,6.445,7.984,0.999816245795139,1.000340746794497
2068207140,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,4.295395076753224e-07,inf,8.21166313895231e-06,2.0003166613919585e-06,-1.0018499691672426e-06,1.920584656921919e-06,-8.318361360631228e-07,-1.0791536807722719e-05,-4.7174880418785203e-07,4.5193913435021714e-07,0.9999383425518402,,1.0002748174903038,1.000243806065261,0.9997642920280482,1.000014516462104,0.9997106023457645,0.9999265846312398,-3.912,inf,-3.807,-5.906000000000001,-5.43,-5.593999999999999,-5.702999999999999,-8.06,-4.94,-4.293,4.093999999999999,inf,3.947,5.78,5.53,5.867000000000001,5.202999999999999,6.88,4.49,4.723,0.9999162628435193,0.9997317044578605
192955606,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,4.6860552324304543e-07,1.0850902484976452e-06,-1.1859635672799438e-06,-1.7032882785284347e-06,2.801419976336573e-05,-1.4132347794193702e-06,-1.0617906368256312e-06,1.3906264895586559e-05,-1.6917384710247814e-06,-2.771570473860255e-07,1.000157055727541,1.000112457963475,0.9998796325286984,1.000116130901721,1.0000755351067325,1.0002933057688526,1.000172138353868,0.9995881688629319,-5.25,-9.27,-4.977,-5.23,-16.48,-3.72,-4.203,-3.707,-6.05,-4.316,3.992,9.664,4.797,4.617,16.03,3.975,4.766,3.596,6.37,4.64,1.0001869450472956,0.9998338295073586
1640671020,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,-2.3171280478676154e-06,-2.3257529041175827e-06,8.084326927886461e-06,4.1373877102061975e-06,-5.022166297228348e-06,-3.564757254047335e-06,-1.7124797920054645e-06,5.714571423847514e-07,-1.1968967183878042e-06,-2.3669472175455454e-06,0.9998884829117795,1.0002006636995386,0.9998865627662236,0.9999173776414738,0.9999751475694707,0.9998568754606955,1.0003869592167307,1.0003716585397706,-4.355,-8.33,-4.297,-5.426,-6.695,-13.015999999999998,-9.1,-9.81,-5.52,-5.04,3.992,12.28,3.611,4.633,8.484,10.555,11.83,11.26,4.793,5.117,1.0000045682017424,1.000175542585571
288840453,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,2.6749387510176438e-06,-3.3907768203636515e-08,-1.7114714754739128e-06,2.535684405258055e-06,1.0590656822393733e-05,8.282395293447663e-07,4.2624622923197784e-07,-2.977860369007482e-06,-2.83318611356091e-06,3.117181380312884e-06,0.999761569180279,1.0001282302301784,0.9999935903002205,0.999939608100553,0.9999100369605167,0.999870925391886,0.9996512243618274,0.9999795026810099,-3.7710000000000004,-9.05,-4.543,-4.008,-23.27,-3.22,-3.906,-5.797000000000001,-4.676,-5.71,4.258,8.8,4.09,4.227,22.17,3.766,6.348,7.547000000000001,5.2,4.758,1.0001759902178164,1.0003516234031686
1162441568,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,4.449859169008265e-06,3.739271012150225e-07,-1.082598623353312e-06,-8.679688671806766e-07,-3.1619473008756153e-07,-1.0451192480104514e-06,-1.2074465425584763e-06,2.9042915951421177e-06,1.3329911168102414e-06,-2.2877618706355884e-07,1.0002788002806509,1.0000595666094587,0.9997127629785453,1.0002828730746653,0.9997358107765552,0.999913358199703,1.000050917887261,0.9999337273285842,-4.348,-8.234,-4.18,-4.48,-6.39,-11.43,-4.67,-5.87,-4.133,-4.82,3.8569999999999998,9.34,4.305,4.62,5.39,12.76,4.465,8.67,5.35,3.785,0.9998812671678149,0.9995771373976147
1791400073,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,-6.91571807136212e-07,inf,2.0919651339190803e-07,-3.708438192695837e-06,2.6021232979445177e-06,-6.876918718024427e-06,2.5179080348715463e-06,-inf,-4.062565623906086e-06,-2.2369743837599184e-06,1.0000066221577442,,1.0001516546401052,1.0000111709297286,0.9997931988234691,1.0000545386469544,,1.0001452596663574,-6.3,inf,-8.5,-7.375,-10.15,-3.932,-5.45,-inf,-5.496,-6.227,6.465,inf,7.305,9.484,7.85,4.48,6.055,-inf,6.867000000000001,6.074,0.9996989036858656,1.0003622688766227
2059516238,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,60001.0,-1.0322577957059187e-06,-7.411706471559489e-06,-inf,1.8617023049668468e-06,9.526841219330468e-07,3.7538707688197314e-06,1.7987200213312281e-06,1.1654305761570142e-05,inf,3.929367843866692e-06,1.0000821785611629,1.0002771069928083,0.999928487682838,0.999910823872285,1.000032171161841,1.0002442977217365,1.000371746337129,0.9999455183783237,-5.742000000000001,-14.93,-inf,-5.836,-8.37,-4.414,-4.684,-3.826,inf,-6.33,6.83,20.25,-inf,7.417999999999999,12.71,3.9819999999999998,5.008,3.895,inf,6.605,,
