segment_id,time_to_eruption
167894616,19791696.30040894
557603051,38485545.37489512
1264405485,33565490.91839606
1782053877,38785187.15082764
1464708932,31770981.88278727
266485403,31284985.028106134
1393464846,37119903.279859
20299536,7024691.085587088
1766443401,24423858.26717138
1409819982,17067156.34360611
191585691,31510617.506844874
1139538400,17358862.441545352
531629727,1429377.0254567752
1667198396,8982016.681958118
2113185923,12697024.970587285
1720670372,31275331.917183027
2044757067,27024175.283127803
608829475,4230689.209879015
1734295674,43453097.13552271
2086986037,18783834.02125199
2142717124,36277708.643467054
459754479,28071397.07907904
1320127499,41062658.43303215
121085860,23205235.35125381
270781452,22664181.052701224
1978782208,34325818.887106
567142088,754744.968781383
663386022,11460539.842479354
863759909,22829882.17883642
1937614327,24108242.135017507
731792366,31179364.819134064
1498112374,25590550.725116212
1174872667,25147500.2032704
1997833316,32420115.36446028
1968971812,22040643.229635328
412897835,1648404.661205543
1835005464,35794610.49225671
236801440,24709258.713633455
1099388776,1571729.6824811364
286494201,16316153.680486549
1444787435,31750347.889643986
318604031,24738263.73027425
848387591,29271225.330323417
315807955,40502384.9004669
1138720460,25153627.593613822
2121436684,3173914.259923761
1980852920,8632792.731798401
670924965,26060655.672722373
888038952,26371466.606953643
540365975,43695472.08567318
159728104,13218580.394738292
1932507138,22246322.0582105
1055280734,23072671.056347672
1026215164,13624328.026525462
424907762,24967965.888105
223301576,41743368.58104244
1964692006,38544032.98336873
75963900,15241076.096404416
640694638,25555623.549395457
50626604,12596913.392384904
2061618436,30746841.798072714
1351961112,26389968.552966405
601681799,19575224.297945667
240793375,30526346.654647104
1430680793,20756020.438004352
352797040,15080760.120329086
1344586253,33559765.94602181
1072278088,38210256.02360693
1878970870,30054393.37160331
1549752262,19079377.629018158
938925165,22930333.55539652
1009570124,24727549.56993009
546706268,32736417.5817972
1345654845,20572175.12178574
263546562,18620921.020087294
1196810623,15914559.98492833
2096934133,19385791.122487403
746709172,22635408.29905689
241071727,27219304.7280367
522488664,41091161.2001054
742112668,28234817.847785797
1872198951,31181070.24201399
1367860644,33061319.28788549
1584525412,10109622.757828232
1488897987,29928854.654363573
879769410,13767731.0332314
1375899592,27720122.90875639
668282209,23868276.340859734
645328235,34149250.897203095
228376287,30894588.600400846
1845769876,6849213.790562118
571834256,12673297.233893258
596902566,27274114.787833042
600302051,35927042.752153695
62150658,37766055.98819335
2066915886,42395459.58455709
357935445,27987125.62767493
984887289,10809806.531572577
488745954,43879932.2382168
800663307,22685066.176374413
675716636,11125224.36762286
2120732368,821810.6726229072
1785316234,19057005.593055148
503678585,25580288.86170295
665110856,15397191.728191763
2047270271,9477688.291839693
1968548956,22411530.537047893
1703389207,30782084.62325835
476418030,8799456.57335806
2130827916,25859640.87793394
1466552052,24284832.559306428
127685374,5623836.5550010055
1955898931,26742362.11495411
804423051,10882164.939618528
841404878,26426490.53762005
36637286,29865301.450961735
575653367,38838542.00123923
125372216,24076895.478963707
1513150371,40064190.82014642
1636839556,26891954.059716698
1997323827,26652630.975580648
893068464,23013087.168559257
350576138,37645008.48812713
1277130036,39171547.02588948
1682023828,29283387.422080193
453062780,30001767.161953896
1333513152,38837788.31595431
1850210479,24369953.08295327
1903117847,32321403.4802179
1671609576,36406480.27470314
232867375,19894891.82348393
493266452,28888736.079011913
1315982675,24038490.959249727
1125699550,17329267.48641674
272474477,29656070.30536795
355918102,29020351.389420208
2057052426,24322204.387100343
1614449749,26274861.105853733
760818742,43379702.26981579
269624866,25328765.591707155
946277816,21828174.963732053
645040161,24027297.318918094
706971403,18760921.903776743
1905595447,13394658.398315812
1620428700,18173997.29495476
351808652,19825151.799738772
1165584264,34599267.123879716
1370980885,22804312.03944323
724035983,36337493.353134185
417046737,36259072.80438879
269671782,25582453.318296358
1811597681,27409736.75054
935317037,26159158.485141035
795173140,36158703.9024565
1880040804,15004508.2798883
90519942,30657432.94830333
2124051187,22414436.41163603
1668010195,32411098.719382215
1518628,28373071.204265412
697051886,10041850.606104553
182217869,2101468.6895667813
1835455190,13970902.466733944
1966128483,40650383.224177375
641814576,24812349.27393212
228646509,16292084.23829879
1711679486,20753246.154416602
1740328011,27691119.473894395
1442677643,37464525.48257665
589599653,30796396.6344588
748317851,19310196.448491205
538265610,25155176.67694681
422598854,36094951.54202091
734576042,29657482.863022756
458107283,30049073.06110929
1958783411,14315729.212192032
990500059,33293968.19001494
389063431,25915975.02674004
1003310246,35311388.99830832
1618625554,38967711.707816474
553100734,30734807.707195744
1038561162,22869291.74363139
180780074,26176205.177773084
666003173,30079927.0417256
267014689,33873208.566693656
2004595262,4413498.398598145
1916359061,36409434.57662545
498658860,23838763.50623339
327774489,32971851.965433046
723987532,49465796.618029945
246711603,27023393.4599848
373751754,25340773.541337643
837799456,23450842.53381533
374476046,21974823.719285425
991653568,20661648.251671232
2001460750,14118264.053051045
1293280118,40501583.69378903
1886132728,34786835.685522884
2138025511,19980319.651506837
619870461,30446919.149509363
1356918776,20355013.003771417
1179497817,38181509.06834769
834080153,24253849.44908202
1177454800,27390863.97706702
1629630320,25102816.77518006
291542588,1703232.614782814
977069879,24981077.750875384
937159886,31982708.186982274
1772505459,22787284.254972626
1379155774,30416163.430093445
49898387,36385641.211209424
737865157,38223355.42513343
1314512504,25040888.811998434
391645929,26081737.915108092
423834908,32369275.47499
1225450532,19410183.060202986
648918009,18581228.51117007
151287602,6959525.812097303
1314123130,13875911.38227889
1717221114,15646900.750152923
22423732,22574785.563208867
596188072,28443504.67262802
788996498,29729671.89236229
1942313227,7514518.414318266
1520411749,6296551.114292917
92969561,9689123.021167362
1974954382,34238041.46654905
1017793579,17410416.214051127
990683783,15053908.909896215
471141794,28874923.10146867
7873707,20249510.326791115
1546030151,38451526.642522134
445201757,12602947.219072768
223241301,32976462.113732208
1036359163,14059353.460924387
1244975691,15550659.65531456
989199033,29651121.85984518
192728586,27225805.47520703
16056728,19142050.260082364
1935914168,27186591.779189505
356409813,39367469.10869832
2051518722,8421374.917773861
688371201,33454421.514641143
2013016800,12799418.075098071
1404157831,24441044.657845926
1973374818,7838637.730616223
429876190,2238046.680628506
1243513614,28066886.33751639
556987550,26661730.7729448
1006026494,9066883.54330578
1452361658,36089528.34390067
1661763697,31223061.1010725
1623317210,31179998.107296776
1516521442,23656512.317815084
967707155,28258459.54982985
1199480876,2917659.3919467893
1990497735,16048623.7856254
1762800686,20765203.082697272
1173152518,34056722.80465185
1313426874,33550615.43259122
1687509482,13698277.193982402
471089356,3703487.0008165296
1850082750,45844168.38041055
1605583525,28032397.709704977
200821018,22720005.694131907
2136902826,34843369.731495984
1311908023,11301472.126460463
921110033,25548869.333442353
427233302,3258252.4743410684
1493463657,25518005.51409914
348929335,30215679.16939356
1263652588,11813435.224558132
1420849171,25642065.916859034
2022319185,15078344.959473867
2061228835,16867682.615213
2031983776,28392057.81387797
471819218,19337193.19443936
108213146,27882827.730519295
1175487443,5227587.986824339
553471497,33481642.96747898
460246568,34396780.11465117
1731066898,32612531.94321325
1067398856,9925002.789017368
1087681649,22364565.89857032
1465861460,35968224.77514071
1460569717,17290913.147815693
41520564,28706190.70269766
1033010545,25611408.900379404
972880937,10780702.613081712
1820656773,24037332.562796522
1217958703,25525215.756671157
1659335465,19884572.24598906
1231697079,38574705.73832899
348585510,31707854.040289227
352546624,13625992.33463962
668710324,34563485.127275094
1917116333,42075181.55086473
1227089589,23778082.412352484
204093228,2296878.6569481385
1130720014,35388455.93451388
1828778344,24038367.690468885
1479662815,5917813.768585924
2000907542,32770998.310796935
1221381426,16634079.864417613
704203472,15251523.277115138
1694030992,26797304.506737325
250077972,33236149.221253213
679554844,14229314.585388726
2141849100,30237586.07352566
342144807,33552707.358408418
1515393570,41103472.85163246
1523056472,24911155.895507317
840111436,33505131.32543744
2056671932,26220131.059694316
1620285867,11253713.11240494
252893312,26178581.200131644
1328322443,6535815.543215125
385689772,10369552.559480088
1541594952,44745274.34675898
1236374724,31198928.421807986
1053506000,9286082.459949905
806952878,32771238.231817447
574932654,25232741.21754415
1459243003,7189993.707969501
1148886023,31849354.522141103
1139237569,11196622.869910728
491383272,11214318.9888851
1497910262,8037550.445793174
1741209207,24420476.9278506
845745237,13569163.29854337
1210342871,18227210.423867427
406419185,33784169.92719787
504867793,12921348.180097848
2002725107,30030194.55628513
1813996452,5917873.03723415
627565310,16597641.078737078
1115292010,27826489.910110716
757229442,4357177.984464101
923552496,32834334.05982972
1049029417,35859337.69398976
2097399815,22750398.574129708
1662268738,35255596.01794572
1080323153,26455347.426055677
2020513924,9333865.044180993
286415922,9149290.257919317
243470829,23579061.705879744
262838505,3445893.3459767443
1676614556,34283566.264477886
1269542859,22810946.399204604
1567240868,31455119.568933282
1362989536,15302929.658010308
333634061,38400661.32381091
91840882,13300634.64216819
607384816,35330095.28277612
149171657,3438161.088895315
513902355,3126512.766768779
1120000702,31225713.503920667
1937507851,30920031.698550507
887141332,26531720.041587986
403499732,27423535.96321056
82598279,28149278.11648271
1188186067,40232861.75007151
1133082361,30728299.127504915
787991914,13430337.935465861
983938571,25557394.33888786
1361016026,15779424.43454708
1356168880,13862170.047039602
1545502551,7274522.606394259
1999069755,5601471.224088668
2141431563,13174987.27720302
1722759514,13282292.202403719
991785030,17996985.554475926
265214438,25458828.712274797
1736887256,7831901.224117575
1845121712,29802324.839115977
1619916038,15409767.539535495
172176256,28889587.52295096
714760495,25745184.91363226
1953257627,23927567.587343216
1428421503,29430273.472909596
609026192,23793921.674710546
1160686668,17001676.28896895
950058375,40801810.07430311
2027734887,16100945.770335147
346208532,23312362.55827399
350715824,41430907.51113187
1218603542,39027977.93107095
1952721373,36824375.922029145
198867973,35200060.66750587
1606735239,22381935.8692738
553824008,12526553.851280686
1034145574,19519585.05304057
1560979740,27555011.733502444
432642481,18807334.563617103
1265147,31042178.72345259
1440669915,8420805.205473669
740873186,25482070.862813834
1102541950,28921478.963659648
1057565195,37923232.3174916
957392789,22095412.70000523
1229817590,28694748.741240993
42204591,20873617.898818456
1379824798,13126491.466080887
1474802,15142367.928240506
685291199,24399059.69085684
1517727396,25814559.84564241
1206424468,22018887.017719302
325296543,18326469.461748414
1371289079,35452384.003721796
1275413550,23112077.163522262
1879296448,21250070.49871796
739921517,37158841.91887788
332130372,8710475.224914769
323942179,22349336.11779482
48241893,21379496.635460373
1930350882,22616248.760819633
875149448,1199823.8507059924
1707876109,9113657.769676626
1673625048,17946386.107086383
1308361192,21822751.96618729
164704160,8049139.814577091
829242110,17537235.520903528
1410622800,30543570.974352144
391993993,21393834.125415575
1222133853,24924477.64205835
1531401673,35602088.57382776
1863760997,9701167.908598227
212785561,6377460.229507552
1397934669,10874528.053816268
37754737,36109520.55416589
416387933,31251961.122733586
443729995,9174132.670822442
1952535138,35254257.89846553
1726121040,5483022.164597545
265526489,12857206.317833696
765687413,17663971.73635527
2041775030,35016803.32105608
885485944,25515859.862656485
1719597797,33820091.989024624
1863501017,37461344.19231519
